Second, MeanLatency
1,247
2,85
3,65
4,74
5,56
6,44
7,38
8,56
9,65
10,38
11,42
12,36
13,33
14,44
15,44
16,38
17,39
18,34
19,36
20,33
21,34
22,34
23,33
24,33
25,33
26,33
27,33
28,32
29,32
30,35
31,33
32,34
33,75
34,67
35,64
36,71
37,64
38,59
39,60
40,58
41,59
42,59
43,63
44,61
45,60
46,59
47,64
48,60
49,58
50,60
51,58
52,62
53,59
54,59
55,66
56,60
57,59
58,57
59,57
60,59
61,64
62,60
63,64
64,61
65,63
66,62
67,68
68,61
69,69
