Second, MeanLatency
1,449
2,209
3,98
4,43
5,28
6,57
7,36
8,23
9,36
10,20
11,25
12,27
13,21
14,17
15,18
16,18
17,15
18,35
19,109
20,79
21,65
22,72
23,57
24,55
25,87
26,68
27,74
28,60
29,38
30,42
31,57
32,40
33,33
34,51
35,52
36,54
37,74
38,36
39,53
40,46
41,46
42,48
43,248
44,31
45,8
46,28
47,91
48,7
